Var1;Var2;value;Source;Target;weight
MRI;PVT;0;41;19;0
sleep wake disturbances;PVT;0;42;19;0
parasomnia;PVT;0;43;19;0
lowest oxygen saturation;PVT;0;44;19;0
upper airway resistance;PVT;0;45;19;0
prevalence sleep disorders;PVT;0;46;19;0
Nervous system;PVT;0;47;19;0
stop bang questionnaire;PVT;0;48;19;0
slow wave sleep;PVT;0.022820134;49;19;0
sleep breathing disorders;PVT;0;50;19;0
upper airway obstruction;PVT;0;51;19;0
motor vehicle accidents;PVT;0;52;19;0
sleep wake cycle;PVT;0;53;19;0
circadian rhythm sleep;PVT;0;54;19;0
Neurophysiology;PVT;0;55;19;0
patients moderate severe;PVT;0;56;19;0
sleep habits questionnaire;PVT;0;57;19;0
VAS;PVT;0;58;19;0
patients mild moderate;PVT;0;59;19;0
activities daily living;PVT;0;60;19;0
index sleepiness scale;PVT;0;61;19;0
difficulty falling asleep;PVT;0;62;19;0
heart rate variability;PVT;0.027416489;63;19;0
sleepiness scale score;PVT;0;64;19;0
patients obstructive syndrome;PVT;0;65;19;0
UPDRS;PVT;0;66;19;0
Classification of sleep disorders;PVT;0;67;19;0
sleep disorders common;PVT;0;68;19;0
sleep index sleepiness;PVT;0;69;19;0
sleep time sleep;PVT;0;70;19;0
mild moderate severe;PVT;0;71;19;0
HAD;PVT;0;72;19;0
sleepiness sleepiness scale;PVT;0.083094772;73;19;0
Classification of sleep disorders;PVT;0;67;19;0
sleep disorder characterized;PVT;0;75;19;0
quality index sleepiness;PVT;0;76;19;0
CPAP;Hypersomnia;-0.040400257;1;20;0
AHI;Hypersomnia;-0.069404486;2;20;0
ESS;Hypersomnia;-0.046898728;3;20;0
OSAS;Hypersomnia;-0.05239565;4;20;0
PD;Hypersomnia;-0.020021007;5;20;0
RLS;Hypersomnia;0;6;20;0
ADHD;Hypersomnia;0;7;20;0
SDB;Hypersomnia;0;8;20;0
EDS;Hypersomnia;0.07107563;9;20;0
PSG;Hypersomnia;0.016763837;10;20;0
REM;Hypersomnia;0.066009729;11;20;0
EEG;Hypersomnia;0;12;20;0
Insomnia;Hypersomnia;0;13;20;0
QoL;Hypersomnia;-0.018053531;14;20;0
Arousal;Hypersomnia;-0.015241359;15;20;0
PSQI;Hypersomnia;-0.046704861;16;20;0
MSLT;Hypersomnia;0.149495373;17;20;0.149495373
Narcolepsy;Hypersomnia;0.295425324;18;20;0.295425324
PVT;Hypersomnia;0;19;20;0
Sleep Quality;Hypersomnia;-0.064856618;21;20;0
RDI;Hypersomnia;0;22;20;0
BMI;Hypersomnia;-0.046067252;23;20;0
children;Hypersomnia;0;24;20;0
MWT;Hypersomnia;0.052821088;25;20;0
ISI;Hypersomnia;0;26;20;0
TST;Hypersomnia;0.040172476;27;20;0
BDI;Hypersomnia;0;28;20;0
KSS;Hypersomnia;-0.031991632;29;20;0
Sleep Duration;Hypersomnia;0;30;20;0
ERP;Hypersomnia;0;31;20;0
FOSQ;Hypersomnia;0;32;20;0
Neuropsy;Hypersomnia;0;33;20;0
ODI;Hypersomnia;-0.028010039;34;20;0
SF36;Hypersomnia;0;35;20;0
traumatic brain injury;Hypersomnia;0;36;20;0
FSS;Hypersomnia;0;37;20;0
Sleep Behavior;Hypersomnia;0;38;20;0
SSS;Hypersomnia;0;39;20;0
night time sleep;Hypersomnia;0;40;20;0
MRI;Hypersomnia;0;41;20;0
sleep wake disturbances;Hypersomnia;0.038259324;42;20;0
parasomnia;Hypersomnia;0.06525251;43;20;0
lowest oxygen saturation;Hypersomnia;0;44;20;0
upper airway resistance;Hypersomnia;0;45;20;0
prevalence sleep disorders;Hypersomnia;0;46;20;0
Nervous system;Hypersomnia;0.048123534;47;20;0
stop bang questionnaire;Hypersomnia;0;48;20;0
slow wave sleep;Hypersomnia;0;49;20;0
sleep breathing disorders;Hypersomnia;0;50;20;0
upper airway obstruction;Hypersomnia;0;51;20;0
motor vehicle accidents;Hypersomnia;0;52;20;0
sleep wake cycle;Hypersomnia;0;53;20;0
circadian rhythm sleep;Hypersomnia;0;54;20;0
Neurophysiology;Hypersomnia;0.027862531;55;20;0
patients moderate severe;Hypersomnia;0;56;20;0
sleep habits questionnaire;Hypersomnia;0;57;20;0
VAS;Hypersomnia;-0.026892163;58;20;0
patients mild moderate;Hypersomnia;0;59;20;0
activities daily living;Hypersomnia;0;60;20;0
index sleepiness scale;Hypersomnia;0;61;20;0
difficulty falling asleep;Hypersomnia;0;62;20;0
heart rate variability;Hypersomnia;0;63;20;0
sleepiness scale score;Hypersomnia;0;64;20;0
patients obstructive syndrome;Hypersomnia;0;65;20;0
UPDRS;Hypersomnia;0;66;20;0
Classification of sleep disorders;Hypersomnia;0.089322546;67;20;0.089322546
sleep disorders common;Hypersomnia;0;68;20;0
sleep index sleepiness;Hypersomnia;0;69;20;0
sleep time sleep;Hypersomnia;0;70;20;0
mild moderate severe;Hypersomnia;0;71;20;0
HAD;Hypersomnia;0;72;20;0
sleepiness sleepiness scale;Hypersomnia;0;73;20;0
Classification of sleep disorders;Hypersomnia;0.085652577;67;20;0
sleep disorder characterized;Hypersomnia;0;75;20;0
quality index sleepiness;Hypersomnia;0;76;20;0
CPAP;Sleep Quality;-0.08753493;1;21;0.08753493
AHI;Sleep Quality;-0.084408938;2;21;0
ESS;Sleep Quality;0.129977143;3;21;0.129977143
OSAS;Sleep Quality;-0.138554821;4;21;0.138554821
PD;Sleep Quality;0;5;21;0
RLS;Sleep Quality;0.062353051;6;21;0
ADHD;Sleep Quality;0;7;21;0
SDB;Sleep Quality;-0.026964106;8;21;0
EDS;Sleep Quality;0.029461844;9;21;0
PSG;Sleep Quality;-0.040422211;10;21;0
REM;Sleep Quality;-0.038055554;11;21;0
EEG;Sleep Quality;-0.06340986;12;21;0
Insomnia;Sleep Quality;0.087142996;13;21;0.087142996
QoL;Sleep Quality;0.104807358;14;21;0.104807358
Arousal;Sleep Quality;-0.015036466;15;21;0
PD;UPDRS;0.387735304;5;66;0.387735304
MSLT;Sleep Quality;-0.089604336;17;21;0.089604336
Narcolepsy;Sleep Quality;-0.132012984;18;21;0.132012984
PVT;Sleep Quality;0;19;21;0
Hypersomnia;Sleep Quality;-0.064856618;20;21;0
RDI;Sleep Quality;-0.019568872;22;21;0
BMI;Sleep Quality;-0.045552721;23;21;0
children;Sleep Quality;0;24;21;0
MWT;Sleep Quality;-0.039573936;25;21;0
ISI;Sleep Quality;0.125065099;26;21;0.125065099
TST;Sleep Quality;0.073853672;27;21;0
BDI;Sleep Quality;0.084036112;28;21;0
KSS;Sleep Quality;-0.014860557;29;21;0
Sleep Duration;Sleep Quality;0.128488666;30;21;0.128488666
ERP;Sleep Quality;0;31;21;0
FOSQ;Sleep Quality;0;32;21;0
Neuropsy;Sleep Quality;0;33;21;0
ODI;Sleep Quality;-0.034383386;34;21;0
SF36;Sleep Quality;0.058158988;35;21;0
traumatic brain injury;Sleep Quality;0;36;21;0
FSS;Sleep Quality;0.040654405;37;21;0
Sleep Behavior;Sleep Quality;0;38;21;0
SSS;Sleep Quality;-0.021239868;39;21;0
night time sleep;Sleep Quality;0;40;21;0
MRI;Sleep Quality;-0.045448084;41;21;0
sleep wake disturbances;Sleep Quality;0;42;21;0
parasomnia;Sleep Quality;0;43;21;0
lowest oxygen saturation;Sleep Quality;-0.029178892;44;21;0
upper airway resistance;Sleep Quality;0;45;21;0
prevalence sleep disorders;Sleep Quality;0;46;21;0
Nervous system;Sleep Quality;-0.047266551;47;21;0
stop bang questionnaire;Sleep Quality;0;48;21;0
slow wave sleep;Sleep Quality;0;49;21;0
sleep breathing disorders;Sleep Quality;0;50;21;0
upper airway obstruction;Sleep Quality;-0.029976007;51;21;0
motor vehicle accidents;Sleep Quality;0;52;21;0
sleep wake cycle;Sleep Quality;0;53;21;0
circadian rhythm sleep;Sleep Quality;0;54;21;0
Neurophysiology;Sleep Quality;-0.028966313;55;21;0
patients moderate severe;Sleep Quality;-0.015508062;56;21;0
sleep habits questionnaire;Sleep Quality;0;57;21;0
VAS;Sleep Quality;0;58;21;0
patients mild moderate;Sleep Quality;-0.013901628;59;21;0
activities daily living;Sleep Quality;0;60;21;0
index sleepiness scale;Sleep Quality;0.133048601;61;21;0.133048601
difficulty falling asleep;Sleep Quality;0.038068716;62;21;0
heart rate variability;Sleep Quality;0;63;21;0
sleepiness scale score;Sleep Quality;-0.015373373;64;21;0
patients obstructive syndrome;Sleep Quality;-0.02527704;65;21;0
UPDRS;Sleep Quality;0;66;21;0
Classification of sleep disorders;Sleep Quality;-0.019377611;67;21;0
sleep disorders common;Sleep Quality;0.025546589;68;21;0
sleep index sleepiness;Sleep Quality;0.162793658;69;21;0.162793658
sleep time sleep;Sleep Quality;0.050859549;70;21;0
mild moderate severe;Sleep Quality;0;71;21;0
HAD;Sleep Quality;0.047574595;72;21;0
sleepiness sleepiness scale;Sleep Quality;0.026189976;73;21;0
Classification of sleep disorders;Sleep Quality;-0.021043401;67;21;0
sleep disorder characterized;Sleep Quality;-0.031247718;75;21;0
quality index sleepiness;Sleep Quality;0.176492627;76;21;0.176492627
CPAP;RDI;0.053554426;1;22;0
AHI;RDI;0.042707368;2;22;0
ESS;RDI;0.074680581;3;22;0
OSAS;RDI;0.133352629;4;22;0.133352629
PD;RDI;-0.035244965;5;22;0
RLS;RDI;-0.018921254;6;22;0
ADHD;RDI;0;7;22;0
SDB;RDI;0.104121987;8;22;0.104121987
EDS;RDI;0;9;22;0
PSG;RDI;0.13299946;10;22;0.13299946
REM;RDI;0.004226782;11;22;0
EEG;RDI;0;12;22;0
Insomnia;RDI;-0.034658067;13;22;0
QoL;RDI;0;14;22;0
Arousal;RDI;0.043086739;15;22;0
PSQI;RDI;-0.02342248;16;22;0
MSLT;RDI;0;17;22;0
Narcolepsy;RDI;-0.039715228;18;22;0
PVT;RDI;0;19;22;0
Hypersomnia;RDI;0;20;22;0
Sleep Quality;RDI;-0.019568872;21;22;0
BMI;RDI;0.11934757;23;22;0.11934757
children;RDI;0;24;22;0
MWT;RDI;0;25;22;0
ISI;RDI;0;26;22;0
TST;RDI;0;27;22;0
BDI;RDI;0.000374529;28;22;0
KSS;RDI;-0.023734268;29;22;0
Sleep Duration;RDI;0;30;22;0
ERP;RDI;0.01287501;31;22;0
FOSQ;RDI;0;32;22;0
Neuropsy;RDI;0;33;22;0
ODI;RDI;0.05469996;34;22;0
SF36;RDI;0;35;22;0
traumatic brain injury;RDI;0;36;22;0
FSS;RDI;0;37;22;0
Sleep Behavior;RDI;0;38;22;0
SSS;RDI;0;39;22;0
night time sleep;RDI;0;40;22;0
MRI;RDI;0;41;22;0
sleep wake disturbances;RDI;0;42;22;0
parasomnia;RDI;0;43;22;0
lowest oxygen saturation;RDI;0.047435055;44;22;0
upper airway resistance;RDI;0.070933718;45;22;0
prevalence sleep disorders;RDI;0;46;22;0
Nervous system;RDI;0;47;22;0
stop bang questionnaire;RDI;0;48;22;0
slow wave sleep;RDI;0;49;22;0
sleep breathing disorders;RDI;0.030126258;50;22;0
upper airway obstruction;RDI;0.017520676;51;22;0
motor vehicle accidents;RDI;0;52;22;0
sleep wake cycle;RDI;0;53;22;0
circadian rhythm sleep;RDI;0;54;22;0
Neurophysiology;RDI;0;55;22;0
patients moderate severe;RDI;0.030509159;56;22;0
sleep habits questionnaire;RDI;0;57;22;0
VAS;RDI;0.013330931;58;22;0
patients mild moderate;RDI;0.031089756;59;22;0
activities daily living;RDI;0;60;22;0
index sleepiness scale;RDI;0;61;22;0
difficulty falling asleep;RDI;0;62;22;0
heart rate variability;RDI;0;63;22;0
sleepiness scale score;RDI;0.02201099;64;22;0
patients obstructive syndrome;RDI;0.039652341;65;22;0
UPDRS;RDI;0;66;22;0
Classification of sleep disorders;RDI;0;67;22;0
sleep disorders common;RDI;0;68;22;0
sleep index sleepiness;RDI;0;69;22;0
sleep time sleep;RDI;0;70;22;0
mild moderate severe;RDI;0.020835954;71;22;0
HAD;RDI;0;72;22;0
sleepiness sleepiness scale;RDI;0;73;22;0
Classification of sleep disorders;RDI;0;67;22;0
sleep disorder characterized;RDI;0;75;22;0
quality index sleepiness;RDI;0;76;22;0
CPAP;BMI;0.091147019;1;23;0.091147019
UPDRS;PD;0.387735304;66;5;0.387735304
ESS;BMI;0.214500385;3;23;0.214500385
OSAS;BMI;0.300359067;4;23;0.300359067
PD;BMI;-0.078113879;5;23;0
RLS;BMI;0;6;23;0
ADHD;BMI;-0.038058164;7;23;0
SDB;BMI;0.083291027;8;23;0
EDS;BMI;0;9;23;0
PSG;BMI;0.16590439;10;23;0.16590439
REM;BMI;0;11;23;0
EEG;BMI;-0.076836023;12;23;0
Insomnia;BMI;-0.052896091;13;23;0
QoL;BMI;0;14;23;0
Arousal;BMI;0;15;23;0
PSQI;BMI;-0.020816954;16;23;0
MSLT;BMI;-0.043842785;17;23;0
Narcolepsy;BMI;-0.090064057;18;23;0.090064057
PVT;BMI;-0.033350377;19;23;0
Hypersomnia;BMI;-0.046067252;20;23;0
Sleep Quality;BMI;-0.045552721;21;23;0
RDI;BMI;0.11934757;22;23;0.11934757
children;BMI;0;24;23;0
MWT;BMI;0;25;23;0
ISI;BMI;-0.019912171;26;23;0
TST;BMI;-0.040300278;27;23;0
BDI;BMI;0;28;23;0
KSS;BMI;-0.057508068;29;23;0
Sleep Duration;BMI;0;30;23;0
ERP;BMI;-0.024122648;31;23;0
FOSQ;BMI;0.045473244;32;23;0
Neuropsy;BMI;-0.035915941;33;23;0
ODI;BMI;0.119577544;34;23;0.119577544
SF36;BMI;0.026940903;35;23;0
traumatic brain injury;BMI;0;36;23;0
FSS;BMI;0;37;23;0
Sleep Behavior;BMI;-0.039582848;38;23;0
SSS;BMI;-0.033457437;39;23;0
night time sleep;BMI;0;40;23;0
MRI;BMI;-0.028029851;41;23;0
sleep wake disturbances;BMI;-0.024594938;42;23;0
parasomnia;BMI;-0.027078023;43;23;0
lowest oxygen saturation;BMI;0.072790598;44;23;0
upper airway resistance;BMI;0;45;23;0
prevalence sleep disorders;BMI;0;46;23;0
Nervous system;BMI;-0.045461529;47;23;0
stop bang questionnaire;BMI;0.070217884;48;23;0
slow wave sleep;BMI;-0.023973484;49;23;0
sleep breathing disorders;BMI;0;50;23;0
upper airway obstruction;BMI;0;51;23;0
motor vehicle accidents;BMI;-0.02673484;52;23;0
sleep wake cycle;BMI;-0.031655228;53;23;0
circadian rhythm sleep;BMI;-0.028444653;54;23;0
Neurophysiology;BMI;0;55;23;0
patients moderate severe;BMI;0.055902095;56;23;0
sleep habits questionnaire;BMI;0;57;23;0
VAS;BMI;-0.020377828;58;23;0
patients mild moderate;BMI;0.028044622;59;23;0
activities daily living;BMI;0;60;23;0
index sleepiness scale;BMI;0;61;23;0
difficulty falling asleep;BMI;0;62;23;0
heart rate variability;BMI;0;63;23;0
sleepiness scale score;BMI;0.061244237;64;23;0
patients obstructive syndrome;BMI;0.041952389;65;23;0
UPDRS;BMI;-0.024256432;66;23;0
Classification of sleep disorders;BMI;-0.024093817;67;23;0
sleep disorders common;BMI;0;68;23;0
sleep index sleepiness;BMI;0;69;23;0
sleep time sleep;BMI;0;70;23;0
mild moderate severe;BMI;0.068509161;71;23;0
HAD;BMI;0;72;23;0
sleepiness sleepiness scale;BMI;0;73;23;0
Classification of sleep disorders;BMI;-0.021904556;67;23;0
sleep disorder characterized;BMI;0;75;23;0
quality index sleepiness;BMI;-0.021490918;76;23;0
CPAP;children;-0.047561837;1;24;0
AHI;children;-0.038949285;2;24;0
ESS;children;-0.074556123;3;24;0
OSAS;children;-0.068467785;4;24;0
PD;children;-0.032522789;5;24;0
RLS;children;0;6;24;0
ADHD;children;0.100414093;7;24;0.100414093
SDB;children;0.075068119;8;24;0
EDS;children;0;9;24;0
PSG;children;-0.035668716;10;24;0
REM;children;-0.036314912;11;24;0
EEG;children;0;12;24;0
Insomnia;children;0;13;24;0
QoL;children;0;14;24;0
Arousal;children;0;15;24;0
PSQI;children;-0.028668932;16;24;0
MSLT;children;-0.029046831;17;24;0
Narcolepsy;children;-0.02401622;18;24;0
PVT;children;0;19;24;0
Hypersomnia;children;0;20;24;0
Sleep Quality;children;0;21;24;0
RDI;children;0;22;24;0
BMI;children;0;23;24;0
MWT;children;0;25;24;0
ISI;children;0;26;24;0
TST;children;0.054066821;27;24;0
BDI;children;0;28;24;0
KSS;children;0;29;24;0
Sleep Duration;children;0.123736024;30;24;0.123736024
ERP;children;0;31;24;0
FOSQ;children;0;32;24;0
Neuropsy;children;0;33;24;0
ODI;children;0;34;24;0
SF36;children;0;35;24;0
traumatic brain injury;children;0;36;24;0
FSS;children;0;37;24;0
Sleep Behavior;children;0.067929707;38;24;0
SSS;children;0;39;24;0
night time sleep;children;0;40;24;0
MRI;children;0;41;24;0
sleep wake disturbances;children;0;42;24;0
parasomnia;children;0.201185764;43;24;0.201185764
lowest oxygen saturation;children;0;44;24;0
upper airway resistance;children;0;45;24;0
prevalence sleep disorders;children;0;46;24;0
Nervous system;children;0;47;24;0
stop bang questionnaire;children;0;48;24;0
slow wave sleep;children;0;49;24;0
sleep breathing disorders;children;0;50;24;0
upper airway obstruction;children;0;51;24;0
motor vehicle accidents;children;0;52;24;0
sleep wake cycle;children;0;53;24;0
circadian rhythm sleep;children;0;54;24;0
Neurophysiology;children;0;55;24;0
patients moderate severe;children;0;56;24;0
CPAP;OSAS;0.430331353;1;4;0.4
VAS;children;0;58;24;0
patients mild moderate;children;0;59;24;0
activities daily living;children;0;60;24;0
index sleepiness scale;children;0;61;24;0
difficulty falling asleep;children;0;62;24;0
heart rate variability;children;0;63;24;0
sleepiness scale score;children;0;64;24;0
patients obstructive syndrome;children;0;65;24;0
UPDRS;children;0;66;24;0
Classification of sleep disorders;children;0;67;24;0
sleep disorders common;children;0;68;24;0
sleep index sleepiness;children;0;69;24;0
sleep time sleep;children;0;70;24;0
mild moderate severe;children;0;71;24;0
HAD;children;0;72;24;0
sleepiness sleepiness scale;children;0;73;24;0
Classification of sleep disorders;children;0;67;24;0
sleep disorder characterized;children;0;75;24;0
quality index sleepiness;children;0;76;24;0
CPAP;MWT;0;1;25;0
AHI;MWT;-0.014734707;2;25;0
ESS;MWT;0.051794388;3;25;0
OSAS;MWT;0;4;25;0
PD;MWT;0;5;25;0
RLS;MWT;-0.020046426;6;25;0
ADHD;MWT;0;7;25;0
SDB;MWT;0;8;25;0
EDS;MWT;0;9;25;0
PSG;MWT;0;10;25;0
REM;MWT;0;11;25;0
EEG;MWT;0;12;25;0
Insomnia;MWT;-0.037507449;13;25;0
QoL;MWT;-0.012393386;14;25;0
Arousal;MWT;0;15;25;0
PSQI;MWT;-0.021182764;16;25;0
MSLT;MWT;0.163306713;17;25;0.163306713
Narcolepsy;MWT;0.094049077;18;25;0.094049077
PVT;MWT;0.070985836;19;25;0
Hypersomnia;MWT;0.052821088;20;25;0
Sleep Quality;MWT;-0.039573936;21;25;0
RDI;MWT;0;22;25;0
BMI;MWT;0;23;25;0
children;MWT;0;24;25;0
ISI;MWT;0;26;25;0
TST;MWT;0.016773393;27;25;0
BDI;MWT;0;28;25;0
KSS;MWT;0;29;25;0
Sleep Duration;MWT;-0.025594037;30;25;0
ERP;MWT;0.025634941;31;25;0
FOSQ;MWT;0;32;25;0
Neuropsy;MWT;0;33;25;0
ODI;MWT;0;34;25;0
SF36;MWT;0;35;25;0
traumatic brain injury;MWT;0;36;25;0
FSS;MWT;0;37;25;0
Sleep Behavior;MWT;0;38;25;0
SSS;MWT;0;39;25;0
night time sleep;MWT;0;40;25;0
MRI;MWT;0;41;25;0
sleep wake disturbances;MWT;0;42;25;0
parasomnia;MWT;0;43;25;0
lowest oxygen saturation;MWT;0;44;25;0
upper airway resistance;MWT;0;45;25;0
prevalence sleep disorders;MWT;0;46;25;0
Nervous system;MWT;0;47;25;0
stop bang questionnaire;MWT;0;48;25;0
slow wave sleep;MWT;0;49;25;0
sleep breathing disorders;MWT;0;50;25;0
upper airway obstruction;MWT;0;51;25;0
motor vehicle accidents;MWT;0;52;25;0
sleep wake cycle;MWT;0;53;25;0
circadian rhythm sleep;MWT;0;54;25;0
Neurophysiology;MWT;0;55;25;0
patients moderate severe;MWT;0;56;25;0
sleep habits questionnaire;MWT;0;57;25;0
VAS;MWT;0;58;25;0
patients mild moderate;MWT;0;59;25;0
activities daily living;MWT;0;60;25;0
index sleepiness scale;MWT;0;61;25;0
difficulty falling asleep;MWT;0;62;25;0
heart rate variability;MWT;0;63;25;0
sleepiness scale score;MWT;0;64;25;0
patients obstructive syndrome;MWT;0.016427228;65;25;0
UPDRS;MWT;0;66;25;0
Classification of sleep disorders;MWT;0;67;25;0
sleep disorders common;MWT;0;68;25;0
sleep index sleepiness;MWT;0;69;25;0
sleep time sleep;MWT;0;70;25;0
mild moderate severe;MWT;0;71;25;0
HAD;MWT;0;72;25;0
sleepiness sleepiness scale;MWT;0.037649703;73;25;0
Classification of sleep disorders;MWT;0;67;25;0
sleep disorder characterized;MWT;0;75;25;0
quality index sleepiness;MWT;0;76;25;0
CPAP;ISI;-0.033105871;1;26;0
AHI;ISI;-0.043541364;2;26;0
ESS;ISI;0.139221267;3;26;0.139221267
OSAS;ISI;-0.059973963;4;26;0
PD;ISI;0;5;26;0
RLS;ISI;0;6;26;0
ADHD;ISI;0;7;26;0
SDB;ISI;0;8;26;0
EDS;ISI;-0.058689189;9;26;0
PSG;ISI;0;10;26;0
REM;ISI;-0.026821552;11;26;0
EEG;ISI;0;12;26;0
OSAS;CPAP;0.430331353;4;1;0.4
QoL;ISI;0;14;26;0
Arousal;ISI;0;15;26;0
PSQI;ISI;0.202635439;16;26;0.202635439
MSLT;ISI;-0.023990791;17;26;0
Narcolepsy;ISI;-0.043349085;18;26;0
PVT;ISI;0;19;26;0
Hypersomnia;ISI;0;20;26;0
Sleep Quality;ISI;0.125065099;21;26;0.125065099
RDI;ISI;0;22;26;0
BMI;ISI;-0.019912171;23;26;0
children;ISI;0;24;26;0
MWT;ISI;0;25;26;0
TST;ISI;0.032892933;27;26;0
BDI;ISI;0.108361118;28;26;0.108361118
KSS;ISI;-0.022948439;29;26;0
Sleep Duration;ISI;0;30;26;0
ERP;ISI;0;31;26;0
FOSQ;ISI;0.026193898;32;26;0
Neuropsy;ISI;0;33;26;0
ODI;ISI;0;34;26;0
SF36;ISI;0;35;26;0
traumatic brain injury;ISI;0;36;26;0
FSS;ISI;0.061423718;37;26;0
Sleep Behavior;ISI;0;38;26;0
SSS;ISI;0;39;26;0
night time sleep;ISI;0;40;26;0
MRI;ISI;0;41;26;0
sleep wake disturbances;ISI;0;42;26;0
parasomnia;ISI;0;43;26;0
lowest oxygen saturation;ISI;0;44;26;0
upper airway resistance;ISI;0;45;26;0
prevalence sleep disorders;ISI;0;46;26;0
Nervous system;ISI;0;47;26;0
stop bang questionnaire;ISI;0;48;26;0
slow wave sleep;ISI;0;49;26;0
sleep breathing disorders;ISI;0;50;26;0
upper airway obstruction;ISI;0;51;26;0
motor vehicle accidents;ISI;0;52;26;0
sleep wake cycle;ISI;0;53;26;0
circadian rhythm sleep;ISI;0;54;26;0
Neurophysiology;ISI;0;55;26;0
patients moderate severe;ISI;0;56;26;0
sleep habits questionnaire;ISI;0;57;26;0
VAS;ISI;0;58;26;0
patients mild moderate;ISI;0;59;26;0
activities daily living;ISI;0;60;26;0
index sleepiness scale;ISI;0.119767977;61;26;0.119767977
difficulty falling asleep;ISI;0;62;26;0
heart rate variability;ISI;0;63;26;0
sleepiness scale score;ISI;0;64;26;0
patients obstructive syndrome;ISI;0;65;26;0
UPDRS;ISI;0;66;26;0
Classification of sleep disorders;ISI;0;67;26;0
sleep disorders common;ISI;0;68;26;0
sleep index sleepiness;ISI;0.053026614;69;26;0
sleep time sleep;ISI;0.017931092;70;26;0
mild moderate severe;ISI;0;71;26;0
HAD;ISI;0.077135295;72;26;0
sleepiness sleepiness scale;ISI;0;73;26;0
Classification of sleep disorders;ISI;0;67;26;0
sleep disorder characterized;ISI;0;75;26;0
quality index sleepiness;ISI;0.04159722;76;26;0
CPAP;TST;-0.085131538;1;27;0
AHI;TST;-0.039630217;2;27;0
ESS;TST;-0.043416309;3;27;0
OSAS;TST;-0.121439197;4;27;0.121439197
PD;TST;-0.036367583;5;27;0
RLS;TST;0;6;27;0
ADHD;TST;0.025879266;7;27;0
SDB;TST;0;8;27;0
EDS;TST;0;9;27;0
PSG;TST;0.105410877;10;27;0.105410877
REM;TST;0.191164027;11;27;0.191164027
EEG;TST;0;12;27;0
Insomnia;TST;0.058439901;13;27;0
QoL;TST;-0.055263534;14;27;0
Arousal;TST;0;15;27;0
PSQI;TST;0.027013265;16;27;0
MSLT;TST;0.151011752;17;27;0.151011752
Narcolepsy;TST;0.048473699;18;27;0
PVT;TST;0.028987762;19;27;0
Hypersomnia;TST;0.040172476;20;27;0
Sleep Quality;TST;0.073853672;21;27;0
RDI;TST;0;22;27;0
BMI;TST;-0.040300278;23;27;0
children;TST;0.054066821;24;27;0
MWT;TST;0.016773393;25;27;0
ISI;TST;0.032892933;26;27;0
BDI;TST;0;28;27;0
KSS;TST;0;29;27;0
Sleep Duration;TST;0.09724454;30;27;0.09724454
ERP;TST;0;31;27;0
FOSQ;TST;0;32;27;0
Neuropsy;TST;-0.027637491;33;27;0
ODI;TST;0;34;27;0
SF36;TST;-0.02321295;35;27;0
traumatic brain injury;TST;0;36;27;0
FSS;TST;0;37;27;0
Sleep Behavior;TST;0;38;27;0
SSS;TST;0;39;27;0
night time sleep;TST;0.025813313;40;27;0
MRI;TST;0;41;27;0
sleep wake disturbances;TST;0;42;27;0
parasomnia;TST;0.046185477;43;27;0
lowest oxygen saturation;TST;0;44;27;0
upper airway resistance;TST;0;45;27;0
prevalence sleep disorders;TST;0;46;27;0
Nervous system;TST;-0.023093596;47;27;0
stop bang questionnaire;TST;0;48;27;0
slow wave sleep;TST;0.102020842;49;27;0.102020842
sleep breathing disorders;TST;0;50;27;0
upper airway obstruction;TST;-0.022107264;51;27;0
motor vehicle accidents;TST;0;52;27;0
sleep wake cycle;TST;0.033105046;53;27;0
circadian rhythm sleep;TST;0;54;27;0
Neurophysiology;TST;0;55;27;0
patients moderate severe;TST;0;56;27;0
sleep habits questionnaire;TST;0.063353504;57;27;0
VAS;TST;0;58;27;0
patients mild moderate;TST;0;59;27;0
activities daily living;TST;0;60;27;0
index sleepiness scale;TST;0.010143401;61;27;0
difficulty falling asleep;TST;0;62;27;0
heart rate variability;TST;0;63;27;0
sleepiness scale score;TST;0;64;27;0
patients obstructive syndrome;TST;0;65;27;0
UPDRS;TST;0;66;27;0
Classification of sleep disorders;TST;0.019548717;67;27;0
sleep disorders common;TST;0;68;27;0
sleep index sleepiness;TST;0.013849641;69;27;0
sleep time sleep;TST;0.290807435;70;27;0.290807435
mild moderate severe;TST;0;71;27;0
HAD;TST;0;72;27;0
sleepiness sleepiness scale;TST;0;73;27;0
Classification of sleep disorders;TST;0.02451235;67;27;0
sleep disorder characterized;TST;0;75;27;0
quality index sleepiness;TST;0;76;27;0
CPAP;BDI;0;1;28;0
AHI;BDI;0;2;28;0
ESS;BDI;0.153566603;3;28;0.153566603
OSAS;BDI;0;4;28;0
PD;BDI;0.044091197;5;28;0
RLS;BDI;0.019777023;6;28;0
ADHD;BDI;0;7;28;0
SDB;BDI;0;8;28;0
EDS;BDI;0;9;28;0
PSG;BDI;0;10;28;0
REM;BDI;0;11;28;0
EEG;BDI;-0.025824086;12;28;0
Insomnia;BDI;0.040339263;13;28;0
QoL;BDI;0.07240672;14;28;0
Arousal;BDI;0;15;28;0
PSQI;BDI;0.151459627;16;28;0.151459627
MSLT;BDI;0;17;28;0
Narcolepsy;BDI;-0.022078758;18;28;0
PVT;BDI;-0.021388884;19;28;0
